Organisation_Code,Legal Name,Business Name(s),Is RTO,Status,Registration Manager,Legal Authority,Initial Registration Date,Registration Start Date,Registration End Date,Registration End Reason,Head Office Physical Address,Head Office Location State,Latitude,Longitude,VET Org Role,RTO Type,ABN,ACN,URL,CEO Contact Name,CEO Email,CEO Mobile,CEO Phone,Public Enquiries Contact Name,Public Enquiries Contact Role Job Title,Public Enquiries Group Name,Public Enquiries Organisation,Public Enquiries Email,Public Enquiries Mobile,Public Enquiries Phone,Registration Enquiries Contact Name,Registration Enquiries Contact Role Job Title,Registration Enquiries Email,Registration Enquiries Mobile,Registration Enquiries Phone,NSW Delivery Approved,VIC Delivery Approved,QLD Delivery Approved,SA Delivery Approved,WA Delivery Approved,TAS Delivery Approved,NT Delivery Approved,ACT Delivery Approved,International Delivery Approved,Current Restriction/Regulatory Decision
40696,NEILDENE PTY LTD,Premier Training Group,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,3/07/2013,3/07/2025,2/07/2032,,"227 Nambour Connection Rd, WOOMBYE, QLD, 4559",Queensland,-26.66725,152.97606,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,11135675204,135675204,,Mr. Jason Krarup,admin@premierdrivertraining.net.au,,488666902,Mr. Jason Krarup,CEO,,NEILDENE PTY LTD,admin@premierdrivertraining.net.au,,488666902,Mr. Jason Krarup,Executive officer,admin@premierdrivertraining.net.au,,488666902,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40697,Joan Lawman School of Beauty Pty Ltd,Joan Lawman College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,5/07/2013,2/04/2023,31/03/2030,,"Mezzanine 58 Franklin St, MELBOURNE, VIC, 3000",Victoria,-37.80778,144.96096,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,15161234313,161234313,http://www.jlc.edu.au,Mr Ying Yue,info@jlc.edu.au,386691438,386691438,Mr Ying Yue,Director,,Joan Lawman School of Beauty Pty Ltd,info@jlc.edu.au,386691438,386691438,Mr Ying Yue,Director,info@jlc.edu.au,386691438,386691438,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40698,Galaxy Training Australia Pty. Ltd.,Galaxy Training Australia Pty. Ltd.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,7/07/2013,7/07/2025,6/07/2032,,"15 Campbell Ct, Samford Valley, QLD, 4520",Queensland,-27.35431,152.89404,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,22160721620,160721620,http://www.galaxytraining.com.au,Ms Anumeha Jain,info@galaxytraining.com.au,423225911,423225911,Ms Anumeha Jain,Director,,Galaxy Training Australia Pty. Ltd.,info@galaxytraining.com.au,423225911,423225911,Ms Anumeha Jain,Director,info@galaxytraining.com.au,423225911,423225911,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40699,Educare Training Institute Australasia Pty Ltd,Educare College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,7/07/2013,12/02/2025,11/02/2032,,"Level 4 316 Adelaide St, BRISBANE CITY, QLD, 4000",Queensland,,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,85160864586,160864586,http://www.educare.edu.au,Mr David Gross,david@educare.edu.au,418992613,737265399,Mr David Gross,CEO,,Educare Training Institute Australasia Pty Ltd,david@educare.edu.au,418992613,737265399,Mr David Gross,CEO,david@educare.edu.au,418992613,737265399,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40701,CPD Training Pty Ltd,College of Professional Development,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,10/07/2013,22/05/2025,21/05/2032,,"Unit 14 72-80 Allison Cres, MENAI, NSW, 2234",New South Wales,-34.01229,151.01745,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,80156180264,156180264,http://www.cpdtraining.com.au,Mr. Genaro Dicello,jeremy@cpdtraining.com.au,403651865,95705141,Mr. Genaro Dicello,Director,,CPD Training Pty Ltd,jeremy@cpdtraining.com.au,403651865,95705141,Mr. Genaro Dicello,Director,jeremy@cpdtraining.com.au,403651865,95705141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40702,REGIONAL TRAINING SERVICES QLD PTY LTD,Regional Training Services Qld,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/07/2013,21/07/2025,20/07/2032,,"37 Nash St, GYMPIE, QLD, 4570",Queensland,-26.18818,152.66062,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,39153540295,153540295,http://www.regionaltraining.qld.edu.au,Mr Benjamin Andrew Pollard,benjamin.pollard@rts.qld.edu.au,412028538,412028538,Mr Benjamin Andrew Pollard,Managing Director,,REGIONAL TRAINING SERVICES QLD PTY LTD,manager@rts.qld.edu.au,,1300787700,Mr Benjamin Andrew Pollard,Managing Director,benjamin.pollard@rts.qld.edu.au,412028538,412028538,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40704,NFTI Pty Ltd,NATIONAL FIRST-AID TRAINING INSTITUTE,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,24/07/2013,24/07/2025,23/07/2032,,"55 Plaza Pde, MAROOCHYDORE, QLD, 4558",Queensland,-26.65783,153.08457,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,89156254830,156254830,http://www.nfti.edu.au,Mr Christopher Davis,chris@nfti.edu.au,,1800851819,Mr Christopher Davis,CEO,,NFTI Pty Ltd,chris@nfti.edu.au,,1800851819,Mr Christopher Davis,Chief Executive Officer,chris@nfti.edu.au,,1800851819,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40705,PROMED INTERNATIONAL PTY. LTD.,Promed Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/07/2013,24/05/2025,23/05/2032,,"28 Gordon Drive, Tanawha, QLD, 4556",Queensland,-26.70347,153.03704,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,56150857220,150857220,,Mr. David Erikson,dave.erikson@promedintl.com.au,437355013,437355013,Mr. David Erikson,Chief Executive Officer,,PROMED INTERNATIONAL PTY. LTD.,dave.erikson@promedintl.com.au,437355013,437355013,Mr. David Erikson,Chief Executive Officer,dave.erikson@promedintl.com.au,437355013,437355013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40713,Sigma Aerospace College Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,9/08/2013,5/11/2018,12/06/2026,,"Hangar 7, 26-30 Shand Circuit, TAMWORTH AIRPORT, NSW, 2340",New South Wales,,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,64147986329,147986329,http://www.sigma.edu.au,Mr Matthew Wheatley,mwheatley@sigmaaerospace.com.au,413230992,413230992,Mr. Nicholas Booth,VET Training Manager,,Sigma Aerospace College Pty Ltd,nick.booth@sigma.edu.au,,407628916,Mr Matthew Wheatley,Chief Executive Officer,mwheatley@sigmaaerospace.com.au,413230992,413230992,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40716,International Teacher Training Academy (Australia) Pty Ltd,International Teacher Training Academy (Australia),TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/08/2013,8/05/2025,7/05/2032,,"244 Harbour Drive, Coffs Harbour, NSW, 2450",New South Wales,-30.30278,153.12251,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,15162521851,162521851,http://www.ittacademy.net.au,Ms Carolyn Jane Fletcher,carolyn@ittacademy.net.au,417431910,266583999,Ms. Nicole Alsop,Operations Manager,,International Teacher Training Academy (Australia) Pty Ltd,nicole@ittacademy.net.au,,266583999,Ms Carolyn Jane Fletcher,Director,carolyn@ittacademy.net.au,417431910,266583999,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40723,Australian School of Finishing Trades Pty Ltd,Australian School of Finishing Trades Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,9/09/2013,9/09/2018,8/09/2025,,"14 Esperance St, Runcorn, QLD, 4113",Queensland,-27.6102,153.0632,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,46161621254,161621254,https://finishingtrades.com.au,Mr Mark John Duffy,mark.duffy@finishingtrades.com.au,418443276,418443276,Mr Mark John Duffy,Director,,Australian School of Finishing Trades Pty Ltd,mark.duffy@finishingtrades.com.au,418443276,418443276,Mr Mark John Duffy,Director,mark.duffy@finishingtrades.com.au,418443276,418443276,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40724,Gwydir Shire Council,GLR Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,5/09/2013,5/09/2018,4/09/2025,,"33 Maitland Street, Bingara, NSW, 2404",New South Wales,-29.8663,150.57091,,Enterprise - Government,11636419850,,http://www.gwydir.nsw.gov.au,Mrs. Clarissa Barwick,cbarwick@gwydir.nsw.gov.au,429290100,61429290100,Mrs. Clarissa Barwick,GLR Training Coordinator,,Gwydir Shire Council,cbarwick@gwydir.nsw.gov.au,429290100,61429290100,Mrs. Clarissa Barwick,CEO GLR Training,cbarwick@gwydir.nsw.gov.au,429290100,61429290100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40725,INTERNATIONAL SCREEN ACADEMY PTY LTD,International Screen Academy;Sydney Actors School;Sydney Advertising School;Sydney Film School;Waterloo Studios,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,5/09/2013,5/09/2018,4/09/2025,,"242 Young St, Waterloo, NSW, 2017",New South Wales,-33.90105,151.20783,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,12158981803,158981803,,Mr Simon David Hunter,simon.hunter@waterloostudios.com.au,451500575,283993380,Mr. Simon Hunter,CEO,,INTERNATIONAL SCREEN ACADEMY PTY LTD,simon.hunter@isasydney.edu.au,,283993380,Mr. Simon Hunter,Executive Chairman,simon.hunter@isasydney.edu.au,,283993380,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40727,MinRes Training Institute Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,22/09/2013,22/09/2018,21/09/2025,,"13 Danyo Cres, FERNY HILLS, QLD, 4055",Queensland,-27.39957,152.94825,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,90138694989,138694989,http://www.minres.com.au,Miss Leigh Margaret Willson,leigh@minres.com.au,422817224,422817224,Ms Samantha Taylor,Administation Manager,,MinRes Training Institute Pty Ltd,hello@minres.com.au,,1800646737,Miss Leigh Margaret Willson,CEO,leigh@minres.com.au,422817224,422817224,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
40730,Australian Institute of Advanced Studies Pty Ltd,Australian Institute of Advanced Studies,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,30/09/2013,30/09/2018,29/09/2025,,"""L"" Block, 1030 Cavendish  Road, Mount Gravatt East, QLD, 4122",Queensland,-27.52597,153.09173,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,71163419636,163419636,http://www.aias.edu.au,Mr. Noel Higginbotham,noel@aias.edu.au,412200920,412200920,Mr Noel Higginbotham,CEO,,Australian Institute of Advanced Studies Pty Ltd,information@aias.edu.au,,733438073,Mr. Noel Higginbotham,CEO,noel@aias.edu.au,412200920,412200920,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40732,Australian NIT College Pty Ltd,Swan Institute Australia,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,2/10/2013,2/10/2018,1/10/2025,,"Level 3 335 Flinders Lane, MELBOURNE, VIC, 3000",Victoria,-37.817706,144.963162,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,64149656922,149656922,http://www.swan.edu.au,Ms. Ting Ren,ting.ren@swan.edu.au,414700982,414700982,Ms. Ting Ren,VET,,Australian NIT College Pty Ltd,ting.ren@swan.edu.au,414700982,414700982,Ms Ting Ren,VET,principal@sia.wa.edu.au,414700982,414700982,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40733,Career Options Training Australia Pty Ltd,My Trade Start,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/10/2013,1/10/2018,30/09/2025,,"11-13 Byrne St, AUBURN, NSW, 2144",New South Wales,-33.84226,151.02835,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,85163149148,163149148,http://www.mytradestart.com.au,Mr Stavros Yallouridis,stavros.yallouridis@mtansw.com.au,437750750,290169000,Mr ian price,General Manager = RTO,,Career Options Training Australia Pty Ltd,ian.price@mtansw.com.au,492100464,492100464,Mr ian price,General Manager = RTO,ian.price@mtansw.com.au,492100464,492100464,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40735,HILTON ACADEMY PTY LTD,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,3/10/2013,3/10/2018,2/10/2025,,"Level 6 234-250 Collins St, MELBOURNE, VIC, 3000",Victoria,-37.8157,144.96553,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,24111139578,111139578,http://www.hilton.edu.au,Mr Anh Khoa Pham,ceo@hilton.edu.au,(03)70680005,(03)70680005,Mr Anh Khoa Pham,CEO,,HILTON ACADEMY PTY LTD,ceo@hilton.edu.au,(03)70680005,(03)70680005,Mr Anh Khoa Pham,CEO,ceo@hilton.edu.au,(03)70680005,(03)70680005,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40736,AUSTRALIAN NURSING AND MIDWIFERY FEDERATION (TASMANIAN BRANCH),Health Education and Research Centre,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,8/10/2013,10/10/2018,9/10/2025,,"182 Macquarie Street, Hobart, TAS, 7000",Tasmania,-42.88336,147.32947,,Industry Association,23027935683,,http://www.anmftas.org,Ms Emily Shepherd,emily.shepherd@anmftas.org.au,362236777,362236777,,,HERC Administration Team,AUSTRALIAN NURSING AND MIDWIFERY FEDERATION (TASMANIAN BRANCH),info@herc.tas.edu.au,,362236777,Mrs. Heidi Dobson,Senior Business Support Officer,info@herc.tas.edu.au,,362236777,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
40737,FORSYTHES TRAINING PTY LIMITED,Forsythes Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/09/2013,27/09/2018,26/09/2025,,"9 Denison Street, Newcastle West, NSW, 2302",New South Wales,-32.92515,151.7574,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,29158875828,158875828,http://www.forsythestraining.com.au,Mr. Chad White,cwhite@forsythestraining.com.au,418475690,249220122,Mr. Chad White,Director,,FORSYTHES TRAINING PTY LIMITED,cwhite@forsythestraining.com.au,418475690,249220122,Mr. Chad White,Director,cwhite@forsythestraining.com.au,418475690,249220122,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40739,THOUGHTPLANTERS (AUSTRALIA) PTY LTD,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/10/2013,16/10/2018,15/10/2025,,"53-55 Brisbane St, SURRY HILLS, NSW, 2010",New South Wales,-33.8794,151.21114,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,21158006565,158006565,http://www.thoughtplanters.com,Mr. Trevor Gardiner,trevor.gardiner@thoughtplanters.com,,282182128,,,Reception,THOUGHTPLANTERS (AUSTRALIA) PTY LTD,info@thoughtplanters.com,,282182128,Mr. Trevor Gardiner,CEO /,trevor.gardiner@thoughtplanters.com,,282182128,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40741,BALLET AUSTRALASIA LIMITED,Ballet Australasia Limited,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/10/2013,20/10/2018,19/10/2025,,"Level 7, 162 Goulburn Street, Surry Hills, NSW, 2010",New South Wales,-33.87868,151.21231,,Industry Association,43003642064,3642064,http://www.balletaustralasia.com.au,Mr Christopher Wood,enquiries@dancebal.com,,292831600,Mr Christopher Wood,CEO,,BALLET AUSTRALASIA LIMITED,enquiries@dancebal.com,,292831600,Mr Christopher Wood,CEO,enquiries@dancebal.com,,292831600,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
40744,AQI HOLDINGS PTY LTD AS TRUSTEE FOR AQI TRUST,Australian Qualifications Institute,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/10/2013,20/10/2018,19/10/2025,,"18 Tarawara Ave, TALLAI, QLD, 4213",Queensland,-28.06743,153.34769,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,59161617705,161617705,http://www.aqi.edu.au,Ms Andrea Harris,andrea@aqi.edu.au,417605601,417605601,Ms Andrea Harris,Chief Executive Officer,,AQI HOLDINGS PTY LTD AS TRUSTEE FOR AQI TRUST,andrea@aqi.edu.au,417605601,417605601,Ms Marilyn Sorbello,Director of Operations,marilyn@aqi.edu.au,,417645291,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40745,West Moreton Hospital and Health Service,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/10/2013,27/07/2025,26/07/2032,,"The Park - Centre for Mental Health, Ellerton Drive, Wacol, QLD, 4076",Queensland,-27.59198,152.9153,,Enterprise - Government,64468984022,,http://www.qcmhl.qld.edu.au/,Ms. Laura Chandler,Laura.chandler@health.qld.gov.au,476817232,732718837,,,Reception,West Moreton Hospital and Health Service,qcmhl@health.qld.gov.au,732718837,732718837,QCMHL Reception,Reception,QCMHL@health.qld.gov.au,,732718837,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40747,Reach Community College Pty Ltd,TAE COLLEGE AUSTRALIA,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/10/2013,21/10/2018,20/10/2025,,"132-146 Elizabeth St, HOBART, TAS, 7000",Tasmania,-42.87983,147.32361,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,94154378962,154378962,https://reachcollege.edu.au,Mr Yuming (Benny) Huang,info@reachcollege.edu.au,499881552,361695508,Mr Yuming (Benny) Huang,Owner and Executive Officer,,Reach Community College Pty Ltd,info@reachcollege.edu.au,499881552,361695508,Mr Yuming (Benny) Huang,Chief Executive Officer,info@reachcollege.edu.au,499881552,361695508,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40748,THE INSTITUTE OF CULINARY EXCELLENCE PTY LTD,Institute of Culinary Excellence,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/10/2013,21/10/2018,20/10/2025,,"Shop 2, 28-32 Cavendish Rd, Coorparoo, QLD, 4151",Queensland,-27.50316,153.06176,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,36163230242,163230242,http://www.theice.edu.au,Mrs Alison Taafe,admin@theice.edu.au,423485633,1300843423,Mrs Alison Taafe,RTO Manager,,THE INSTITUTE OF CULINARY EXCELLENCE PTY LTD,admin@theice.edu.au,423485633,1300843423,Mrs Alison Taafe,RTO Manager,admin@theice.edu.au,423485633,1300843423,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40749,RTO 40749 Pty Ltd,HEADWAY EDUCATION,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/10/2013,21/10/2018,20/10/2025,,"Shop 4 494 High St, LALOR, VIC, 3075",Victoria,-37.66017,145.01948,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,42163146978,163146978,http://www.headwayeducation.com.au,Mrs. Shano Ali,admin@headwayeducation.com.au,433410014,380801573,Mrs. Shano Ali,General Enquiries,,RTO 40749 Pty Ltd,admin@headwayeducation.com.au,433410014,380801573,Mrs. Shano Ali,Registration Enquiries,admin@headwayeducation.com.au,433410014,380801573,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40750,PARADE COLLEGE BUNDOORA,Parade College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/10/2013,16/10/2018,15/10/2025,,"1436 Plenty Road, Bundoora, VIC, 3083",Victoria,-37.69061,145.06419,,School - Catholic,93244161048,,http://www.parade.vic.edu.au,Mark Aiello,principal@parade.vic.edu.au,,394683300,Mr Michael Torpey,Assistant Principal-Partnerships and Pathways,,PARADE COLLEGE BUNDOORA,michael.torpey@parade.vic.edu.au,(03)94683396,(03)94683396,Mr Michael Torpey,Assistant Principal-Partnerships and Pathways,michael.torpey@parade.vic.edu.au,(03)94683396,(03)94683396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40753,WILSON HEALTH PTY LTD,Wilson Health;Wilson Medic One;Wilson Pathways,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/10/2013,28/10/2018,27/10/2025,,"Unit 6 190 Abernethy Rd, BELMONT, WA, 6104",Western Australia,,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,69088192956,88192956,http://www.WilsonMedicOne.com.au,Mr. David Chelliah,info@wilsonmedicone.com.au,411067178,411067178,Ms. Lauren Brown,Student Liaison,,WILSON HEALTH PTY LTD,info@wilsonmedicone.com.au,,893509111,Mrs Nicola Leech,Training Manager,info@wilsonmedicone.com.au,,893509111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
40754,RelyOn Australia Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,25/10/2013,20/07/2025,19/07/2032,,"Building 1, Level 2/885 Mountain Hwy, BAYSWATER, VIC, 3153",Victoria,,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,83161836513,161836513,http://www.thomsonbridge.com/,Mr John Boyd Kelso,john.kelso@relyon.com,419203557,419203557,Ewelina Bielicki,Training Delivery Manager,,RelyOn Australia Pty Ltd,student.records@thomsonbridge.com,,1300156685,Ms Christine Davis,Quality and Compliance Manager,christine.davis@relyon.com,,413810608,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40758,MURRUMBA STATE SECONDARY COLLEGE,Murrumba State Secondary College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,30/09/2013,30/10/2018,31/12/2025,,"201-207 Goodfellows Road, Murrumba Downs, QLD, 4503",Queensland,-27.25864,153.00694,,School - Government,88114005754,,http://murrumbassc.eq.edu.au,Mrs. Sharon Cordiner,scord15@eq.edu.au,,734002411,Mr Matthew Plekker,Public enquiries,,MURRUMBA STATE SECONDARY COLLEGE,seniorschooling@murrumbassc.eq.edu.au,,(07)34903222,Mr Matthew Plekker,Registration enquiries,seniorschooling@murrumbassc.eq.edu.au,,(07)34903222,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40761,ORBUS3 PTY LTD,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,6/11/2013,6/11/2018,5/11/2025,,"Unit 2 42 Cessna Dr, CABOOLTURE, QLD, 4510",Queensland,-27.086,152.98538,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,37163523984,163523984,http://www.orbus3.com.au,Mr. Dean Gurney,deang@orbus3.com.au,484321967,(07)54993359,Ms Teddie Baker,Client Services Manager,,ORBUS3 PTY LTD,teddieb@orbus3.com.au,,477713530,Mr. Dean Gurney,CEO,deang@orbus3.com.au,484321967,(07)54993359,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40764,SURVIVE FIRST AID PTY LTD,Survive Industrial First Aid;Survive Schools First Aid;Survive Wilderness First Aid,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,8/11/2013,8/11/2018,7/11/2025,,"36 Baynes Road, Red Hill South, VIC, 3937",Victoria,-38.38575,145.02214,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,77163048299,163048299,http://survivefirstaid.com.au,Mr Adam Kershaw,adam@survivefirstaid.com.au,430020995,430020995,Mr Adam Kershaw,CEO,,SURVIVE FIRST AID PTY LTD,adam@survivefirstaid.com.au,430020995,430020995,Mr Adam Kershaw,CEO,adam@survivefirstaid.com.au,430020995,430020995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40765,CARDIAC ELECTROPHYSIOLOGY INSTITUTE OF AUSTRALASIA PTY LTD,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/11/2013,11/11/2018,10/11/2025,,"Shop 3 245 Given Tce, PADDINGTON, QLD, 4064",Queensland,-27.46128,153.00554,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,49150254596,150254596,http://www.cepia.com.au,Mr Jason Riley,jason.riley@cepia.com.au,403767761,403767761,Mr Jason Riley,CEO,,CARDIAC ELECTROPHYSIOLOGY INSTITUTE OF AUSTRALASIA PTY LTD,jason.riley@cepia.com.au,403767761,403767761,Mr Jason Riley,CEO,jason.riley@cepia.com.au,403767761,403767761,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40770,Stratus Training Services Pty Ltd,Stratus Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/11/2013,18/11/2018,17/11/2025,,"12 North Qy, SCARBOROUGH, QLD, 4020",Queensland,-27.19703,153.10854,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,50157670114,157670114,http://www.stratustraining.com.au,Mr Robert Charles Dawson,rdawson@stratustraining.com.au,413597227,413597227,Mr Robert Charles Dawson,CEO and director,,Stratus Training Services Pty Ltd,rdawson@stratustraining.com.au,413597227,413597227,Mr Robert Charles Dawson,CEO and director,rdawson@stratustraining.com.au,413597227,413597227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
40772,Australian Institute of Resources Training Pty Ltd,Host Safety and Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/11/2013,18/11/2018,17/11/2025,,"17 Industrial Ave, CALOUNDRA WEST, QLD, 4551",Queensland,-26.79657,153.11895,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,89160736176,160736176,http://www.hostsafetytraining.com.au,Mr. Matthew James Keating,mkeating@hostsafetytraining.com.au,434001985,434001985,Mrs. Sarah Carter,Business Manager,,Australian Institute of Resources Training Pty Ltd,scarter@hostsafetytraining.com.au,437590494,1300631011,Mrs. Sarah Carter,Business Manager,scarter@hostsafetytraining.com.au,437590494,1300631011,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
